Id|Brent oil price|East Asia LNG price|Europe Continental gas price|Henry Hub Gas price Forward Case|Henry Hub Gas price High Case|Henry Hub Gas price Low Case|Henry Hub Gas price Mid Case|UK gas price|Henry Hub gas price|Brent Oil price Forward Case|Brent Oil price High Case|Brent Oil price Low Case|Brent Oil price Mid Case|WTI Cushing oil price|Year|Brent Oil price Low Low Case|Brent Oil price Mid Low Case|Brent Oil price Low Low Low Case|Brent Oil price Mid Low Low Case|Brent Oil price Mid Mid Low Case|Brent Oil price Mid Mid Low Low Case|Henry Hub Gas price Low Low Low Case|Henry Hub Gas price Mid Low Low Case|Henry Hub Gas price Mid Mid Low Case|Henry Hub Gas price Mid Mid Low Low Case
17|1.100000024|0.0700000003|0.07999999821|0.1099999994|0.1099999994|0.1099999994|0.1099999994|0.07999999821|0.1099999994|1.100000024|1.100000024|1.100000024|1.100000024|1.100000024|1916|1.100000024|1.100000024|1.1000000238418579|1.1000000238418579|1.1000000238418579|1.1000000238418579|0.10999999940395355|0.10999999940395355|0.10999999940395355|0.10999999940395355
25|1.429999948|0.09000000358|0.1299999952|0.1400000006|0.1400000006|0.1400000006|0.1400000006|0.1299999952|0.1400000006|1.429999948|1.429999948|1.429999948|1.429999948|1.429999948|1924|1.429999948|1.429999948|1.4299999475479126|1.4299999475479126|1.4299999475479126|1.4299999475479126|0.14000000059604645|0.14000000059604645|0.14000000059604645|0.14000000059604645
27|1.879999995|0.1099999994|0.1599999964|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1599999964|0.1899999976|1.879999995|1.879999995|1.879999995|1.879999995|1.879999995|1926|1.879999995|1.879999995|1.8799999952316284|1.8799999952316284|1.8799999952316284|1.8799999952316284|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
34|0.6700000167|0.05000000075|0.0700000003|0.0700000003|0.0700000003|0.0700000003|0.0700000003|0.0700000003|0.0700000003|0.6700000167|0.6700000167|0.6700000167|0.6700000167|0.6700000167|1933|0.6700000167|0.6700000167|0.67000001668930054|0.67000001668930054|0.67000001668930054|0.67000001668930054|7.0000000298023224E-2|7.0000000298023224E-2|7.0000000298023224E-2|7.0000000298023224E-2
38|1.179999948|0.05999999866|0.1099999994|0.1199999973|0.1199999973|0.1199999973|0.1199999973|0.1099999994|0.1199999973|1.179999948|1.179999948|1.179999948|1.179999948|1.179999948|1937|1.179999948|1.179999948|1.1799999475479126|1.1799999475479126|1.1799999475479126|1.1799999475479126|0.11999999731779099|0.11999999731779099|0.11999999731779099|0.11999999731779099
40|1.019999981|0.05999999866|0.1099999994|0.1000000015|0.1000000015|0.1000000015|0.1000000015|0.1099999994|0.1000000015|1.019999981|1.019999981|1.019999981|1.019999981|1.019999981|1939|1.019999981|1.019999981|1.0199999809265137|1.0199999809265137|1.0199999809265137|1.0199999809265137|0.10000000149011612|0.10000000149011612|0.10000000149011612|0.10000000149011612
42|1.139999986|0.05999999866|0.1099999994|0.1099999994|0.1099999994|0.1099999994|0.1099999994|0.1099999994|0.1099999994|1.139999986|1.139999986|1.139999986|1.139999986|1.139999986|1941|1.139999986|1.139999986|1.1399999856948853|1.1399999856948853|1.1399999856948853|1.1399999856948853|0.10999999940395355|0.10999999940395355|0.10999999940395355|0.10999999940395355
43|1.190000057|0.05999999866|0.1099999994|0.1199999973|0.1199999973|0.1199999973|0.1199999973|0.1099999994|0.1199999973|1.190000057|1.190000057|1.190000057|1.190000057|1.190000057|1942|1.190000057|1.190000057|1.190000057220459|1.190000057220459|1.190000057220459|1.190000057220459|0.11999999731779099|0.11999999731779099|0.11999999731779099|0.11999999731779099
48|1.899999976|0.07999999821|0.150000006|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.150000006|0.1899999976|1.899999976|1.899999976|1.899999976|1.899999976|1.840000033|1947|1.899999976|1.899999976|1.8999999761581421|1.8999999761581421|1.8999999761581421|1.8999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
53|1.710000038|0.09000000358|0.1700000018|0.1700000018|0.1700000018|0.1700000018|0.1700000018|0.1700000018|0.1700000018|1.710000038|1.710000038|1.710000038|1.710000038|2.569999933|1952|1.710000038|1.710000038|1.7100000381469727|1.7100000381469727|1.7100000381469727|1.7100000381469727|0.17000000178813934|0.17000000178813934|0.17000000178813934|0.17000000178813934
56|1.929999948|0.1099999994|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|1.929999948|1.929999948|1.929999948|1.929999948|2.819999933|1955|1.929999948|1.929999948|1.9299999475479126|1.9299999475479126|1.9299999475479126|1.9299999475479126|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
58|1.899999976|0.1199999973|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|1.899999976|1.899999976|1.899999976|1.899999976|3.039999962|1957|1.899999976|1.899999976|1.8999999761581421|1.8999999761581421|1.8999999761581421|1.8999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
61|1.899999976|0.1299999952|0.200000003|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.200000003|0.1899999976|1.899999976|1.899999976|1.899999976|1.899999976|2.970000029|1960|1.899999976|1.899999976|1.8999999761581421|1.8999999761581421|1.8999999761581421|1.8999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
62|1.799999952|0.1299999952|0.1899999976|0.1800000072|0.1800000072|0.1800000072|0.1800000072|0.1899999976|0.1800000072|1.799999952|1.799999952|1.799999952|1.799999952|2.970000029|1961|1.799999952|1.799999952|1.7999999523162842|1.7999999523162842|1.7999999523162842|1.7999999523162842|0.18000000715255737|0.18000000715255737|0.18000000715255737|0.18000000715255737
66|1.799999952|0.1299999952|0.1800000072|0.1800000072|0.1800000072|0.1800000072|0.1800000072|93.720001221|0.1800000072|1.799999952|1.799999952|1.799999952|1.799999952|2.920000076|1965|1.799999952|1.799999952|1.7999999523162842|1.7999999523162842|1.7999999523162842|1.7999999523162842|0.18000000715255737|0.18000000715255737|0.18000000715255737|0.18000000715255737
72|2.24000001|0.1400000006|0.200000003|0.2199999988|0.2199999988|0.2199999988|0.2199999988|0.2099999934|0.2199999988|2.24000001|2.24000001|2.24000001|2.24000001|3.559999943|1971|2.24000001|2.24000001|2.2400000095367432|2.2400000095367432|2.2400000095367432|2.2400000095367432|0.2199999988079071|0.2199999988079071|0.2199999988079071|0.2199999988079071
74|3.289999962|0.2300000042|0.2800000012|0.3300000131|0.3300000131|0.3300000131|0.3300000131|0.3000000119|0.3300000131|3.289999962|3.289999962|3.289999962|3.289999962|3.869999886|1973|3.289999962|3.289999962|3.2899999618530273|3.2899999618530273|3.2899999618530273|3.2899999618530273|0.33000001311302185|0.33000001311302185|0.33000001311302185|0.33000001311302185
76|11.529999733|0.8999999762|1.120000005|1.149999976|1.149999976|1.149999976|1.149999976|1.200000048|1.149999976|11.529999733|11.529999733|11.529999733|11.529999733|11.159999847|1975|11.529999733|11.529999733|11.529999732971191|11.529999732971191|11.529999732971191|11.529999732971191|1.1499999761581421|1.1499999761581421|1.1499999761581421|1.1499999761581421
77|12.380000114|0.9399999976|1.149999976|1.24000001|1.24000001|1.24000001|1.24000001|1.230000019|1.24000001|12.380000114|12.380000114|12.380000114|12.380000114|12.649999619|1976|12.380000114|12.380000114|12.380000114440918|12.380000114440918|12.380000114440918|12.380000114440918|1.2400000095367432|1.2400000095367432|1.2400000095367432|1.2400000095367432
78|13.300000191|0.9300000072|1.220000029|1.330000043|1.330000043|1.330000043|1.330000043|1.330000043|1.330000043|13.300000191|13.300000191|13.300000191|13.300000191|14.300000191|1977|13.300000191|13.300000191|13.300000190734863|13.300000190734863|13.300000190734863|13.300000190734863|1.3300000429153442|1.3300000429153442|1.3300000429153442|1.3300000429153442
80|30.030000687|1.549999952|2.059999943|3|3|3|3|2.25|3|30.030000687|30.030000687|30.030000687|30.030000687|22.399999619|1979|30.030000687|30.030000687|30.030000686645508|30.030000686645508|30.030000686645508|30.030000686645508|3|3|3|3
81|35.689998627|2.309999943|3.109999895|3.569999933|3.569999933|3.569999933|3.569999933|3.390000105|3.569999933|35.689998627|35.689998627|35.689998627|35.689998627|37.380001068|1980|35.689998627|35.689998627|35.689998626708984|35.689998626708984|35.689998626708984|35.689998626708984|3.5699999332427979|3.5699999332427979|3.5699999332427979|3.5699999332427979
86|27.530000687|1.840000033|2.599999905|2.75|2.75|2.75|2.75|2.869999886|2.75|27.530000687|27.530000687|27.530000687|27.530000687|27.969999313|1985|27.530000687|27.530000687|27.530000686645508|27.530000686645508|27.530000686645508|27.530000686645508|2.75|2.75|2.75|2.75
87|14.380000114|1.370000005|1.950000048|1.440000057|1.440000057|1.440000057|1.440000057|2.170000076|1.440000057|14.380000114|14.380000114|14.380000114|14.380000114|15.050000191|1986|14.380000114|14.380000114|14.380000114440918|14.380000114440918|14.380000114440918|14.380000114440918|1.440000057220459|1.440000057220459|1.440000057220459|1.440000057220459
88|18.420000076|1.080000043|1.529999971|1.840000033|1.840000033|1.840000033|1.840000033|1.690000057|1.840000033|18.420000076|18.420000076|18.420000076|18.420000076|19.200000763|1987|18.420000076|18.420000076|18.420000076293945|18.420000076293945|18.420000076293945|18.420000076293945|1.8400000333786011|1.8400000333786011|1.8400000333786011|1.8400000333786011
89|15.800000191|1.139999986|1.600000024|1.700000048|1.700000048|1.700000048|1.700000048|1.769999981|1.700000048|15.800000191|15.800000191|15.800000191|15.800000191|15.970000267|1988|15.800000191|15.800000191|15.800000190734863|15.800000190734863|15.800000190734863|15.800000190734863|1.7000000476837158|1.7000000476837158|1.7000000476837158|1.7000000476837158
91|27.200000763|1.610000014|2.25999999|1.700000048|1.700000048|1.700000048|1.700000048|2.5|1.700000048|27.200000763|27.200000763|27.200000763|27.200000763|24.530000687|1990|27.200000763|27.200000763|27.200000762939453|27.200000762939453|27.200000762939453|27.200000762939453|1.7000000476837158|1.7000000476837158|1.7000000476837158|1.7000000476837158
92|17.75|1.519999981|2.109999895|1.600000024|1.600000024|1.600000024|1.600000024|2.319999933|1.600000024|17.75|17.75|17.75|17.75|21.540000916|1991|17.75|17.75|17.75|17.75|17.75|17.75|1.6000000238418579|1.6000000238418579|1.6000000238418579|1.6000000238418579
94|17.079999924|1.179999948|1.649999976|2|2|2|2|1.799999952|2|17.079999924|17.079999924|17.079999924|17.079999924|18.430000305|1993|17.079999924|17.079999924|17.079999923706055|17.079999923706055|17.079999923706055|17.079999923706055|2|2|2|2
95|15.760000229|1.110000014|1.549999952|1.799999952|1.799999952|1.799999952|1.799999952|1.679999948|1.799999952|15.760000229|15.760000229|15.760000229|15.760000229|17.200000763|1994|15.760000229|15.760000229|15.760000228881836|15.760000228881836|15.760000228881836|15.760000228881836|1.7999999523162842|1.7999999523162842|1.7999999523162842|1.7999999523162842
102|24.440000534|2.400000095|3.769999981|4.110000134|4.110000134|4.110000134|4.110000134|3.769999981|4.110000134|24.440000534|24.440000534|24.440000534|24.440000534|25.979999542|2001|24.440000534|24.440000534|24.440000534057617|24.440000534057617|24.440000534057617|24.440000534057617|4.1100001335144043|4.1100001335144043|4.1100001335144043|4.1100001335144043
104|29.399999619|2.480000019|3.900000095|5.670000076|5.670000076|5.670000076|5.670000076|3.900000095|5.670000076|29.399999619|29.399999619|29.399999619|29.399999619|31.079999924|2003|29.399999619|29.399999619|29.399999618530273|29.399999618530273|29.399999618530273|29.399999618530273|5.6700000762939453|5.6700000762939453|5.6700000762939453|5.6700000762939453
106|55|4.230000019|5.110000134|9.010000229|9.010000229|9.010000229|9.010000229|5.170000076|9.010000229|55|55|55|55|56.63999939|2005|55|55|55|55|55|55|9.0100002288818359|9.0100002288818359|9.0100002288818359|9.0100002288818359
108|73|6.320000172|8.079999924|7.21999979|7.21999979|7.21999979|7.21999979|8.079999924|7.21999979|73|73|73|73|72.339996338|2007|73|73|73|73|73|73|7.2199997901916504|7.2199997901916504|7.2199997901916504|7.2199997901916504
113|111.650001526|17.229999542|11.430000305|2.859999895|2.859999895|2.859999895|2.859999895|9.659999847|2.859999895|111.650001526|111.650001526|111.650001526|111.650001526|94.080001831|2012|111.650001526|111.650001526|111.65000152587891|111.65000152587891|111.65000152587891|111.65000152587891|2.8599998950958252|2.8599998950958252|2.8599998950958252|2.8599998950958252
117|43.700000763|6.860000134|5.03000021|2.609999895|2.609999895|2.609999895|2.609999895|4.869999886|2.609999895|43.700000763|43.700000763|43.700000763|43.700000763|43.299999237|2016|43.700000763|43.700000763|43.700000762939453|43.700000762939453|43.700000762939453|43.700000762939453|2.6099998950958252|2.6099998950958252|2.6099998950958252|2.6099998950958252
119|71.690002441|10.670000076|7.53000021|3.269999981|3.269999981|3.269999981|3.269999981|8.170000076|3.269999981|71.690002441|71.690002441|71.690002441|71.690002441|64.900001526|2018|71.690002441|71.690002441|71.69000244140625|71.69000244140625|71.69000244140625|71.69000244140625|3.2699999809265137|3.2699999809265137|3.2699999809265137|3.2699999809265137
24|1.340000033|0.09000000358|0.1400000006|0.1299999952|0.1299999952|0.1299999952|0.1299999952|0.1400000006|0.1299999952|1.340000033|1.340000033|1.340000033|1.340000033|1.340000033|1923|1.340000033|1.340000033|1.3400000333786011|1.3400000333786011|1.3400000333786011|1.3400000333786011|0.12999999523162842|0.12999999523162842|0.12999999523162842|0.12999999523162842
45|1.210000038|0.0700000003|0.1199999973|0.1199999973|0.1199999973|0.1199999973|0.1199999973|0.1199999973|0.1199999973|1.210000038|1.210000038|1.210000038|1.210000038|1.210000038|1944|1.210000038|1.210000038|1.2100000381469727|1.2100000381469727|1.2100000381469727|1.2100000381469727|0.11999999731779099|0.11999999731779099|0.11999999731779099|0.11999999731779099
73|2.480000019|0.1800000072|0.2300000042|0.25|0.25|0.25|0.25|0.25|0.25|2.480000019|2.480000019|2.480000019|2.480000019|3.559999943|1972|2.480000019|2.480000019|2.4800000190734863|2.4800000190734863|2.4800000190734863|2.4800000190734863|0.25|0.25|0.25|0.25
75|11.579999924|0.5899999738|0.7200000286|1.159999967|1.159999967|1.159999967|1.159999967|0.7699999809|1.159999967|11.579999924|11.579999924|11.579999924|11.579999924|10.369999886|1974|11.579999924|11.579999924|11.579999923706055|11.579999923706055|11.579999923706055|11.579999923706055|1.1599999666213989|1.1599999666213989|1.1599999666213989|1.1599999666213989
83|31.760000229|2.319999933|3.089999914|3.180000067|3.180000067|3.180000067|3.180000067|3.450000048|3.180000067|31.760000229|31.760000229|31.760000229|31.760000229|33.63999939|1982|31.760000229|31.760000229|31.760000228881836|31.760000228881836|31.760000228881836|31.760000228881836|3.1800000667572021|3.1800000667572021|3.1800000667572021|3.1800000667572021
96|16.979999542|1.090000033|1.549999952|1.5|1.5|1.5|1.5|1.669999957|1.5|16.979999542|16.979999542|16.979999542|16.979999542|18.430000305|1995|16.979999542|16.979999542|16.979999542236328|16.979999542236328|16.979999542236328|16.979999542236328|1.5|1.5|1.5|1.5
100|17.879999161|0.9900000095|1.450000048|2.359999895|2.359999895|2.359999895|2.359999895|1.570000052|2.359999895|17.879999161|17.879999161|17.879999161|17.879999161|19.340000153|1999|17.879999161|17.879999161|17.879999160766602|17.879999160766602|17.879999160766602|17.879999160766602|2.3599998950958252|2.3599998950958252|2.3599998950958252|2.3599998950958252
107|66|5.5|7.559999943|6.980000019|6.980000019|6.980000019|6.980000019|7.559999943|6.980000019|66|66|66|66|66.050003052|2006|66|66|66|66|66|66|6.9800000190734863|6.9800000190734863|6.9800000190734863|6.9800000190734863
120|64.160003662|9.43999958|5.380000114|2.660000086|2.660000086|2.660000086|2.660000086|5.019999981|2.660000086|64.160003662|64.160003662|64.160003662|64.160003662|57.040000916|2019|64.160003662|64.160003662|64.160003662109375|64.160003662109375|64.160003662109375|64.160003662109375|2.6600000858306885|2.6600000858306885|2.6600000858306885|2.6600000858306885
97|20.61000061|1.220000029|1.779999971|2.200000048|2.200000048|2.200000048|2.200000048|1.929999948|2.200000048|20.61000061|20.61000061|20.61000061|20.61000061|22.120000839|1996|20.61000061|20.61000061|20.610000610351563|20.610000610351563|20.610000610351563|20.610000610351563|2.2000000476837158|2.2000000476837158|2.2000000476837158|2.2000000476837158
121|41.959999084|7.210000038|3.359999895|2.099999905|2.099999905|2.099999905|2.099999905|3.430000067|2.099999905|41.959999084|41.959999084|41.959999084|41.959999084|39.150001526|2020|41.959999084|41.959999084|41.959999084472656|41.959999084472656|41.959999084472656|41.959999084472656|2.0999999046325684|2.0999999046325684|2.0999999046325684|2.0999999046325684
22|1.730000019|0.1599999964|0.2199999988|0.1700000018|0.1700000018|0.1700000018|0.1700000018|0.2199999988|0.1700000018|1.730000019|1.730000019|1.730000019|1.730000019|1.730000019|1921|1.730000019|1.730000019|1.7300000190734863|1.7300000190734863|1.7300000190734863|1.7300000190734863|0.17000000178813934|0.17000000178813934|0.17000000178813934|0.17000000178813934
28|1.299999952|0.1000000015|0.150000006|0.1299999952|0.1299999952|0.1299999952|0.1299999952|0.150000006|0.1299999952|1.299999952|1.299999952|1.299999952|1.299999952|1.299999952|1927|1.299999952|1.299999952|1.2999999523162842|1.2999999523162842|1.2999999523162842|1.2999999523162842|0.12999999523162842|0.12999999523162842|0.12999999523162842|0.12999999523162842
49|1.99000001|0.1099999994|0.1899999976|0.200000003|0.200000003|0.200000003|0.200000003|0.1899999976|0.200000003|1.99000001|1.99000001|1.99000001|1.99000001|2.569999933|1948|1.99000001|1.99000001|1.9900000095367432|1.9900000095367432|1.9900000095367432|1.9900000095367432|0.20000000298023224|0.20000000298023224|0.20000000298023224|0.20000000298023224
55|1.929999948|0.1099999994|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|1.929999948|1.929999948|1.929999948|1.929999948|2.819999933|1954|1.929999948|1.929999948|1.9299999475479126|1.9299999475479126|1.9299999475479126|1.9299999475479126|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
71|1.799999952|0.1299999952|0.1800000072|0.1800000072|0.1800000072|0.1800000072|0.1800000072|0.1899999976|0.1800000072|1.799999952|1.799999952|1.799999952|1.799999952|3.349999905|1970|1.799999952|1.799999952|1.7999999523162842|1.7999999523162842|1.7999999523162842|1.7999999523162842|0.18000000715255737|0.18000000715255737|0.18000000715255737|0.18000000715255737
79|13.600000381|0.9599999785|1.269999981|1.360000014|1.360000014|1.360000014|1.360000014|1.389999986|1.360000014|13.600000381|13.600000381|13.600000381|13.600000381|14.850000381|1978|13.600000381|13.600000381|13.600000381469727|13.600000381469727|13.600000381469727|13.600000381469727|1.3600000143051147|1.3600000143051147|1.3600000143051147|1.3600000143051147
90|21|1.220000029|1.730000019|1.700000048|1.700000048|1.700000048|1.700000048|1.909999967|1.700000048|21|21|21|21|19.63999939|1989|21|21|21|21|21|21|1.7000000476837158|1.7000000476837158|1.7000000476837158|1.7000000476837158
99|12.710000038|1.039999962|1.50999999|2.170000076|2.170000076|2.170000076|2.170000076|1.629999995|2.170000076|12.710000038|12.710000038|12.710000038|12.710000038|14.420000076|1998|12.710000038|12.710000038|12.710000038146973|12.710000038146973|12.710000038146973|12.710000038146973|2.1700000762939453|2.1700000762939453|2.1700000762939453|2.1700000762939453
101|28.38999939|2.099999905|2.440000057|4.46999979|4.46999979|4.46999979|4.46999979|2.410000086|4.46999979|28.38999939|28.38999939|28.38999939|28.38999939|30.379999161|2000|28.38999939|28.38999939|28.389999389648438|28.389999389648438|28.389999389648438|28.389999389648438|4.4699997901916504|4.4699997901916504|4.4699997901916504|4.4699997901916504
103|25.13999939|2.25|3.309999943|3.5|3.5|3.5|3.5|3.309999943|3.5|25.13999939|25.13999939|25.13999939|25.13999939|26.180000305|2002|25.13999939|25.13999939|25.139999389648438|25.139999389648438|25.139999389648438|25.139999389648438|3.5|3.5|3.5|3.5
105|38|3.059999943|4.059999943|6.110000134|6.110000134|6.110000134|6.110000134|4.059999943|6.110000134|38|38|38|38|41.509998322|2004|38|38|38|38|38|38|6.1100001335144043|6.1100001335144043|6.1100001335144043|6.1100001335144043
118|54.569999695|8.140000343|5.929999828|3.099999905|3.099999905|3.099999905|3.099999905|6.070000172|3.099999905|54.569999695|54.569999695|54.569999695|54.569999695|50.849998474|2017|54.569999695|54.569999695|54.569999694824219|54.569999694824219|54.569999694824219|54.569999694824219|3.0999999046325684|3.0999999046325684|3.0999999046325684|3.0999999046325684
57|1.929999948|0.1199999973|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|0.1899999976|1.929999948|1.929999948|1.929999948|1.929999948|2.819999933|1956|1.929999948|1.929999948|1.9299999475479126|1.9299999475479126|1.9299999475479126|1.9299999475479126|0.18999999761581421|0.18999999761581421|0.18999999761581421|0.18999999761581421
112|110.879997253|16.180000305|10.920000076|4.139999866|4.139999866|4.139999866|4.139999866|9.609999657|4.139999866|110.879997253|110.879997253|110.879997253|110.879997253|94.5|2011|110.879997253|110.879997253|110.87999725341797|110.87999725341797|110.87999725341797|110.87999725341797|4.1399998664855957|4.1399998664855957|4.1399998664855957|4.1399998664855957
84|28.770000458|2.059999943|2.829999924|2.880000114|2.880000114|2.880000114|2.880000114|3.140000105|2.880000114|28.770000458|28.770000458|28.770000458|28.770000458|30.399999619|1983|28.770000458|28.770000458|28.770000457763672|28.770000457763672|28.770000457763672|28.770000457763672|2.880000114440918|2.880000114440918|2.880000114440918|2.880000114440918
111|80|11.369999886|8.260000229|4.53000021|4.53000021|4.53000021|4.53000021|6.579999924|4.53000021|80|80|80|80|79.480003357|2010|80|80|80|80|80|80|4.5300002098083496|4.5300002098083496|4.5300002098083496|4.5300002098083496
122|70.949996948|12.600000381|16.700000763|4.070000172|4.070000172|4.070000172|4.070000172|17.149999619|4.070000172|70.949996948|70.949996948|70.949996948|70.949996948|68.080001831|2021|70.949996948|70.949996948|70.949996948242188|70.949996948242188|70.949996948242188|70.949996948242188|4.070000171661377|4.070000171661377|4.070000171661377|4.070000171661377
